Ano;Mês;Natureza Jurídica - Código;Natureza Jurídica - Nome;II;IE;IPI;IRPF;IRPJ;IRRF;IOF;ITR;Cofins;Pis/Pasep;CSLL;Cide;Contribuição Previdenciária;CPSSS;Pagamento Unificado;Outras Receitas Administradas;Receitas Não Administradas;;;;;
2021;Out;123;ESTADO OU DISTRITO FEDERAL;;;;;62.140,62;3.188,34;;23,44;97.487,50;469.400.171,17;8.809,52;;14.572.251,05;;9.613.604,64;1.708.760,81;461.496,26;;;;;
2021;Out;124;MUNICÍPIO;;;5.356,80;;190.247,09;1.527.353,14;59.223,62;2.926,98;69.579,95;513.037.525,83;16.112,72;;123.502.812,73;1.503,96;5.987.093,76;5.880.254,90;9.445.762,09;;;;;
2021;Out;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;;;;;;27.830,91;7.672.383,57;;585,64;126,88;195,21;;;;178.408,04;;;;;;;
2021;Out;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;688.621,04;;;17.049,89;597.460,32;;;42.090,29;;154.591,92;3.214,98;;;;;;
2021;Out;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;;;;;;2.688.528,57;;;21.634,70;366.643,67;1.476,15;;526.218,35;;2.701.906,80;2.526,36;218.268,27;;;;;
2021;Out;128;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA FEDERAL;;;;;;658.150.500,64;;;;;;;12.276.728,03;;;;;;;;;
2021;Out;129;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;;;;;;;;;;783,05;;;;;;;
2021;Out;130;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA MUNICIPAL;;;;;;;;;;553.316,70;;;;;;;;;;;;
2021;Out;131;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA FEDERAL;;;;;;29.331,96;;;33.025,04;7.155,42;11.008,34;;;31.187.597,46;4.154.770,19;;207.671,75;;;;;
2021;Out;132;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;17.537,42;;;35.775,10;1.859.072,21;62.424,28;;;;1.447.575,29;1.118,17;;;;;;
2021;Out;133;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA MUNICIPAL;;;;;;798.374,13;;;2.013,56;4.179.858,77;671,17;;377.830,35;;154.344,31;157.576,92;59.599,99;;;;;
2021;Out;201;EMPRESA PÚBLICA;46.540.134,99;;189.081,50;;153.582.871,71;910.450.824,91;260.663.954,04;55.211,53;153.208.231,43;29.285.484,35;156.786.233,47;355.538,34;834.096.530,40;13.229.059,17;185.668.530,85;446.547.136,12;11.519.868,00;;;;;
2021;Out;203;SOCIEDADE DE ECONOMIA MISTA;7.424.298,10;;3.858.986,59;;2.294.662.486,05;913.801.892,67;535.221.590,30;587.752,44;3.437.942.088,29;742.890.368,39;990.753.407,12;228.553.759,16;1.197.950.152,47;4.221.419,58;866.084.610,62;528.385.082,07;11.232.156.028,95;;;;;
2021;Out;204;SOCIEDADE ANÔNIMA ABERTA;178.965.838,95;2.808,52;541.501.367,18;;2.348.637.047,52;1.746.979.275,09;1.369.692.498,21;910.375,99;992.486.062,69;194.951.858,28;1.200.849.992,98;27.690.955,93;2.062.133.760,84;6.253,48;386.286.023,48;102.640.012,46;33.838.223,82;;;;;
2021;Out;205;SOCIEDADE ANÔNIMA FECHADA;806.118.182,54;;981.785.709,74;43.062,02;5.852.238.703,47;4.406.401.157,15;2.203.816.264,04;17.049.744,82;3.887.306.057,57;815.594.782,84;2.820.925.871,94;73.875.431,13;4.363.161.136,19;18.666,04;613.251.002,76;71.713.108,06;1.592.607.806,18;;;;;
2021;Out;206;SOCIEDADE EMPRESÁRIA LIMITADA;4.047.765.035,78;174.255,79;4.722.110.411,58;26.512,62;15.744.848.476,67;4.992.470.663,33;65.852.809,60;42.370.259,30;12.217.687.182,03;2.658.118.739,21;7.334.517.299,93;394.899.008,16;12.531.789.342,80;7.160,81;938.110.888,38;356.896.241,20;3.538.773.312,13;;;;;
2021;Out;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;4.334,70;;30.793,44;;772.373,28;43.260,57;;3.622,91;404.345,19;85.993,32;594.789,13;;423.571,50;;46.387,76;14.342,57;9.850,06;;;;;
2021;Out;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;;;;;132.251,25;42.124,99;;;53.969,32;11.225,96;69.293,07;;169.664,56;;78.425,02;18,44;1.064,71;;;;;
2021;Out;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;;;;;;113.866,47;50.346,01;;46.191,89;7.595,15;;;17.296,36;;6.458,96;300;2.047,24;;;;;
2021;Out;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;;;;;;;;;;;;;;;1.676,06;;;;;
2021;Out;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;;;;;507.822,75;9.703,28;;;402.147,54;84.037,19;301.508,48;;2.932,11;;1.610.683,21;3.443,65;54,05;;;;;
2021;Out;213;EMPRESÁRIO (INDIVIDUAL);7.137.747,31;276,03;24.462.029,46;8.659,99;309.432.582,11;51.034.611,58;80.107,97;43.430,57;363.761.742,60;79.041.133,05;210.125.229,91;2.670,40;1.370.575.373,36;1.069,46;4.706.811,13;27.972.382,80;13.452.089,73;;;;;
2021;Out;214;COOPERATIVA;9.059.326,30;;7.896.595,60;;84.832.814,76;529.430.486,41;386.462.782,61;72.362,19;89.718.664,06;26.331.543,73;47.053.242,10;173.738,57;677.590.695,62;;102.003.314,06;25.288.840,97;48.325.401,70;;;;;
2021;Out;215;CONSÓRCIO DE SOCIEDADES;156.325,33;;55.748,95;;1.891.202,15;87.546.997,32;15.077,99;;2.254.965,01;590.784,79;880.232,06;4.619,98;8.874.376,48;;6.186.367,34;32.325,34;238.946,81;;;;;
2021;Out;216;GRUPO DE SOCIEDADES;;;;;5.054,95;;;;578,5;221,51;1.547,44;;;;;;;;;;;
2021;Out;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;30.355.169,86;;631.966,76;;8.543.268,06;30.039.101,69;374.825,16;;6.201.009,84;1.259.002,57;4.538.729,88;671.685,41;14.269.841,64;;1.887.108,24;642.192,38;111.703,40;;;;;
2021;Out;221;EMPRESA DOMICILIADA NO EXTERIOR;24.341,91;;;;1.137.884,00;10.891.552,13;;224,22;;;;;;;2.469,01;;4.391.452,78;;;;;
2021;Out;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;1.173,48;745.753,10;16.743,71;45.910,86;43.945,80;9.540,86;;49.506,83;;;172.061,03;25;120.392,53;;;;;
2021;Out;223;SOCIEDADE SIMPLES PURA;5.442,01;;6.425,24;;736.883.925,24;50.258.168,83;403.033,28;36.347,45;112.052.202,58;24.079.853,69;290.789.099,53;1.738.594,65;110.260.747,25;228,71;7.655.271,47;996.663,31;1.048.623,77;;;;;
2021;Out;224;SOCIEDADE SIMPLES LIMITADA;94.380,44;;106.036,79;3.356,71;665.030.970,71;63.614.562,75;465.540,56;679.625,38;146.088.212,07;31.748.722,12;285.226.209,29;1.651.068,16;200.251.436,27;;21.038.015,69;11.622.838,10;3.925.163,22;;;;;
2021;Out;225;SOCIEDADE SIMPLES EM NOME COLETIVO;;;;;1.341.027,81;42.317,91;;;185.670,32;40.025,30;599.020,10;;63.815,27;;11.984,09;2.480,02;3.863,91;;;;;
2021;Out;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;7.267,42;3.039,85;;;7.688,24;1.673,66;4.966,69;;16.463,13;;;2.206,91;312,44;;;;;
2021;Out;228;CONSÓRCIO DE EMPREGADORES;;;;;;871.255,49;;;18,9;699,49;10,82;;40.758,32;;2.566,29;;11.623,40;;;;;
2021;Out;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);160.407.756,39;344,21;218.822.838,12;4.859,23;1.063.974.932,46;170.730.755,66;1.596.563,11;1.148.979,71;923.321.177,90;202.063.397,34;585.477.729,75;289.605,99;1.375.632.598,64;553,42;31.191.759,44;75.405.940,97;23.006.101,05;;;;;
2021;Out;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);363,56;;7.939,47;;30.831.798,63;3.687.285,11;25.097,46;5.319,92;9.139.043,89;2.007.367,64;14.995.729,27;284,47;14.349.600,35;;920.125,88;1.127.336,33;275.669,06;;;;;
2021;Out;232;SOCIEDADE UNIPESSOAL DE ADVOCACIA;842,54;;379,59;;37.597.521,24;912.476,19;9.382,50;163,83;13.192.544,92;2.897.086,06;20.182.912,20;;1.340.481,45;;109.678,65;443.409,37;498.112,56;;;;;
2021;Out;233;COOPERATIVAS DE CONSUMO;;;;;2.408,51;7.412,80;;;1.986,84;1.332,70;1.532,68;;18.359,07;;241,53;100;;;;;;
2021;Out;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);;;;;159,26;228.222,02;;;16.485,03;10.646,14;1.911,19;;318.675,67;;4.560,02;13.935,97;39.502,82;;;;;
2021;Out;306;FUNDAÇÃO PRIVADA;471.184,92;;298.578,34;;1.817.256,02;511.077.544,21;5.008.668,34;2.459,36;9.525.517,73;5.921.701,75;762.048,18;145.553,65;14.408.014,12;;36.581.622,15;654.378,74;950.395,64;;;;;
2021;Out;307;SERVIÇO SOCIAL AUTÔNOMO;;;;;;81.363.012,71;59.638,58;;721.710,27;4.463.263,83;87.893,52;1.770.285,18;21.167.979,50;;11.687.344,18;643.294,73;459.895,04;;;;;
2021;Out;308;CONDOMÍNIO DE EDIFÍCIO;181,01;;550,57;;36.913,83;27.063.490,68;9.921,41;1.360,07;93.611,05;11.835.715,06;33.941,75;5.437,00;7.003.196,21;693,64;61.892.862,26;249.579,63;919.540,01;;;;;
2021;Out;310;COMISSÃO DE CONCILIAÇÃO PRÉVIA;;;;;;2.829,90;;;;191,96;;;;;;;;;;;;
2021;Out;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;;;;;1.155,72;5.161,93;;;384,6;696,84;667,61;;;;609,62;1.100,00;;;;;;
2021;Out;313;ENTIDADE SINDICAL;25.524,63;;20.784,34;;583.053,68;27.024.688,67;619,43;7.765,66;2.672.898,85;1.826.015,51;240.925,63;364,98;3.982.647,20;5.832,00;4.257.935,16;3.309.924,10;594.552,93;;;;;
2021;Out;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;;;;;;320.031,70;;;3.091,62;16.632,77;;1.067,63;57.069,41;;34.176,22;500;;;;;;
2021;Out;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;;;;;18.815.211,47;1.169.986,95;;;;;;;;;66,96;30.144,86;1.158,90;;;;;
2021;Out;322;ORGANIZAÇÃO RELIGIOSA;657,66;;;;35.138,46;32.625.925,08;235,22;19.316,36;542.431,02;1.536.368,66;17.423,10;30.413,31;2.154.956,89;60;1.566.921,71;688.523,85;312.015,42;;;;;
2021;Out;323;COMUNIDADE INDÍGENA;;;;;;;;;;153,91;;;;;;;;;;;;
2021;Out;324;FUNDO PRIVADO;;;;;;260,99;;;;;;;;;809,06;473,12;;;;;;
2021;Out;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;;;;;;945.726,86;;;24.022,43;36.817,33;8.033,51;;3.224,40;;152.124,91;1.625,97;7.652,27;;;;;
2021;Out;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;;;;;24,06;316.765,32;;;261,96;28.086,30;198,08;;113.664,88;;33.387,05;21.836,01;108.067,09;;;;;
2021;Out;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;;;;;;40.664,11;;;16,54;2.720,59;;;8.309,07;;1.056,76;149.334,81;75.626,37;;;;;
2021;Out;330;ORGANIZAÇÃO SOCIAL (OS);;;;;262;5.885.029,04;;;115.707,45;92.890,35;43.093,96;;2.773,24;;746.823,05;15.369,59;2.359,09;;;;;
2021;Out;399;ASSOCIAÇÃO PRIVADA;989.866,47;;665.545,99;;34.138.403,33;1.008.251.237,03;10.853.205,37;293.397,50;53.683.292,67;31.871.709,50;12.482.198,80;999.594,84;55.240.072,39;6.955,95;165.631.626,14;17.652.999,70;10.226.400,14;;;;;
2021;Out;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;;;;;2.551.437,21;10.172,24;;;2.579.582,61;574.051,53;2.011.685,83;;299.615,47;;54.841,52;61.704,20;162.143,15;;;;;
2021;Out;409;CANDIDATO A CARGO POLÍTICO ELETIVO;;;;;5.316,03;5.750,11;;;;;;;1.606,96;;;;690,75;;;;;
2021;Out;412;PRODUTOR RURAL (PESSOA FÍSICA);;;;;13.251,79;24.093,14;;12.286,35;825,6;279,04;11.926,63;;32.705,81;;4.225,78;245.267,76;32.922,39;;;;;
2021;Out;501;ORGANIZAÇÃO INTERNACIONAL;;;;;;18.556,61;;;;6.961,51;;;;;25.589,82;560,05;47,03;;;;;
2021;Out;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;;;;;;4.069,17;;;195,96;2.352,10;65,32;;8.112,92;;15.163,87;10.553,64;2.620,96;;;;;
2021;Out;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;;;;;;3.078,88;;;;;;;;;86,68;;;;;;;
2021;Out;IN;INVÁLIDO;34,93;;525,1;4.405,98;120.771,76;110.369,01;;49.495,74;363.789,82;32.898,34;51.487,48;;593,57;1.187,53;509.632,99;2.773,70;5.256,98;;;;;
2021;Out;PF;Pessoa Física;13.787.983,60;32.007,26;5.787.556,04;4.257.473.345,88;4.839.214,87;199.915.508,13;182.798,55;141.527.359,63;10.986.758,92;1.980.995,85;3.079.896,01;8.018,82;537.121.044,21;1.420.746,51;16.842.848,05;67.209.998,67;104.032.306,54;;;;;
2021;Nov;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;;;;;3.958.496,77;2.745.380.356,58;;;474.324,26;246.767.005,46;231.238,06;170.777,74;1.942,07;1.701.494.784,19;134.311.541,32;1.946.075,66;487.572.629,30;;2.065,90;1944009,76;;487572629,3
2021;Nov;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;660.504,41;;;;85.950.563,40;;1.353,44;5.511.314,76;2.391,28;338.159,24;28.564,38;30.940,06;;;28564,38;;30940,06
2021;Nov;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;;;;;;23.675,32;167,2;;2.596,01;4.250.854,19;860,84;;3.156.126,92;;39.852,17;95.877,88;92.890,93;;;95877,88;;92890,93
2021;Nov;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;;;;;21,26;164.105.174,01;;;15.492,98;3.356,82;5.168,76;;;165.999.945,71;5.222.846,63;;;;;;;
2021;Nov;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;30.370,13;;;;16,43;;;2.920.069,36;14.930,16;38.631,79;2.450,00;;;;2450;;
2021;Nov;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;;;;;;94.955,34;;;2.023,52;32.550,73;702,42;;645.754,37;;26.101,52;182.681,54;97.862,68;;;182681,54;;97862,68
2021;Nov;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;;;;;54.872,42;699.404.349,12;;;182.485,26;39.487,06;27.441,43;;;1.023.605.964,16;33.029.844,41;2.820.362,47;553.628,54;;;2820362,47;;553628,54
2021;Nov;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;;;;;;2.510.171,73;;;;90.009,48;;;272.868,38;4.936,93;20.379,34;26.327,89;2.828,54;;;26327,89;;2828,54
2021;Nov;110;AUTARQUIA FEDERAL;;;112,92;;157.491,73;1.366.374.899,62;;;231.968,80;10.444.779,05;84.825,95;223.932,03;973.161,91;2.048.115.378,51;116.810.653,69;1.392.787,64;1.087.037,74;;;1392787,64;;1087037,74
2021;Nov;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;21.663.498,10;;;21.395,49;77.996.103,97;8.549,25;4.384,00;1.884.306,22;;565.184,89;398.374,32;87.447,15;;;398374,32;;87447,15
2021;Nov;112;AUTARQUIA MUNICIPAL;;;;;5.937,81;632.041,54;;;346.685,51;27.489.902,21;5.174,86;;1.575.502,04;;1.681.884,55;437.419,88;158.042,05;;;437419,88;;158042,05
2021;Nov;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;;;;;7.884,37;325.774.183,94;;;84.428,52;10.998.645,46;31.926,60;;;486.433.408,73;33.348.742,60;29.927,09;12.825,95;;;29927,09;;12825,95
2021;Nov;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;101.311,65;;;2.628,98;5.099.844,91;;;8.554.815,12;920,68;773.830,58;140.054,48;140.834,87;;;140054,48;;140834,87
2021;Nov;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;;;;;927,63;209.466,19;;;12.944,81;2.276.596,55;2.746,69;;270.888,49;;43.454,94;42.412,92;45.377,13;;;42412,92;;45377,13
2021;Nov;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;;;;;11.156,08;72.398.255,57;;;19.871,27;4.354,99;7.339,61;;523,8;100.397.933,98;4.454.169,58;;81.772,85;;;;;81772,85
2021;Nov;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;3.635,45;;;;9.886,51;;;12.183,45;;1.769,68;;;;;;;
2021;Nov;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;;;;;;1.386,13;;;;4.708,45;;;;;65,31;3.875,74;208,3;;;3875,74;;208,3
2021;Nov;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);;;;;2.518,60;872.925,30;;;38.848,67;743.499,86;7.612,81;;632.465,28;;351.174,34;56.648,28;74.260,21;;;56648,28;;74260,21
2021;Nov;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;;;;;;1.120.813,27;;;3.895,15;92.920,29;1.257,56;;;;317.144,34;54.561,60;;;;54561,6;;
2021;Nov;123;ESTADO OU DISTRITO FEDERAL;;;;;62.393,53;118.984,69;;189,52;97.900,15;463.132.001,28;8.845,30;;24.876.787,36;;10.053.326,44;244.797,25;1.008.721,28;;;244797,25;;1008721,28
2021;Nov;124;MUNICÍPIO;;;436,39;;109.222,26;1.409.903,95;21.242,87;898,38;71.045,34;512.586.309,31;17.829,13;;126.152.904,13;17.019,61;5.305.298,45;5.801.755,90;8.863.193,31;;;5801755,9;;8863193,31
2021;Nov;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;;;;;;27.848,85;7.803.749,90;;15,05;;;;;;181.420,40;;;;;;;
2021;Nov;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;711.720,87;;;21.638,11;634.735,59;;;42.246,87;;164.006,41;224,24;204,19;;;224,24;;204,19
2021;Nov;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;;;;;;3.082.185,14;;;107.466,96;342.922,51;30.009,45;;398.669,34;;2.951.055,50;3.381,26;187.739,01;;;3381,26;;187739,01
2021;Nov;128;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA FEDERAL;;;;;;636.821.003,48;;;;;;;11.110.098,38;;;;;;;;;
2021;Nov;129;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;;;;;;;;;;781,48;;;;;;;
2021;Nov;130;FUNDO PÚBLICO DA ADMINISTRAÇÃO INDIRETA MUNICIPAL;;;;;;;;;;530.221,41;;;;;;;;;;;;
2021;Nov;131;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA FEDERAL;;;;;;45.120,98;;;25.992,89;5.631,78;8.664,29;;;31.320.640,94;2.869.426,91;;32.654,63;;;;;32654,63
2021;Nov;132;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;22.687,86;;;7.434,68;1.843.649,01;32.607,57;;;;1.701.380,72;19.663,25;;;;19663,25;;
2021;Nov;133;FUNDO PÚBLICO DA ADMINISTRAÇÃO DIRETA MUNICIPAL;;;;;;564.363,05;;;2.313,42;4.109.838,63;771,11;;259.140,42;;153.809,22;149.724,88;31.700,31;;;149724,88;;31700,31
2021;Nov;201;EMPRESA PÚBLICA;59.419.551,61;;673.852,24;;188.960.532,04;832.293.944,88;258.360.334,09;4.606,48;288.510.116,10;50.109.277,17;158.307.232,64;2.132.493,10;1.009.944.504,24;8.683.603,89;186.340.086,62;492.161.730,87;13.978.238,59;;;492161730,9;1649,24;13976589,35
2021;Nov;203;SOCIEDADE DE ECONOMIA MISTA;40.500.384,05;;36.016.239,24;;1.570.708.744,10;839.775.460,84;509.938.738,26;146.998,01;3.162.855.278,38;659.413.822,18;742.837.645,15;208.088.782,53;1.235.569.405,25;2.650.896,26;796.571.310,21;551.650.987,23;3.246.030.160,05;;;551650987,2;8,12;3246030152
2021;Nov;204;SOCIEDADE ANÔNIMA ABERTA;215.318.149,70;2.820,05;431.242.421,52;;1.766.714.893,43;2.086.962.246,62;1.385.013.184,16;784.035,15;1.275.945.273,65;261.091.923,81;881.836.889,98;28.679.704,01;2.086.102.451,98;4.769,17;411.735.081,50;33.113.045,20;36.262.860,65;;1.556.442,65;31556602,55;42,01;36262818,64
2021;Nov;205;SOCIEDADE ANÔNIMA FECHADA;826.582.382,25;201,27;1.086.416.657,53;21.018.187,64;3.695.605.858,01;4.363.707.946,19;2.271.441.129,42;12.787.313,10;4.285.906.471,88;886.234.633,50;1.876.407.648,71;108.931.865,41;4.733.513.216,83;18.194,25;543.395.678,14;97.026.110,90;318.706.000,80;;150.379,18;96875731,72;10012,91;318695987,9
2021;Nov;206;SOCIEDADE EMPRESÁRIA LIMITADA;4.206.257.432,30;50.164,30;5.421.303.656,88;25.635,51;7.461.370.168,52;5.317.162.804,74;74.840.313,36;41.348.818,94;13.036.141.613,42;2.849.016.253,63;3.405.449.919,08;454.444.332,51;16.249.968.215,68;15.196,95;921.938.870,82;707.796.506,46;963.358.370,95;;156.414,71;707640091,8;156938,92;963201432
2021;Nov;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;;;46.520,59;;174.404,56;43.247,77;;3.247,32;343.319,11;72.588,29;136.213,87;;781.721,10;;35.916,83;763.169,21;14.592,10;;;763169,21;;14592,1
2021;Nov;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;;;;;9.041,61;45.926,13;;16,67;76.398,48;15.525,33;11.141,74;;172.703,73;;38.440,55;18,52;1.814,35;;;18,52;;1814,35
2021;Nov;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;;;;;;26.240,81;;;33.378,93;6.212,51;;;69.262,70;;4.001,05;1.932,07;3.672,34;;;1932,07;;3672,34
2021;Nov;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;;;;;;;;;;;;;3.301,62;629,47;1.746,94;;;629,47;;1746,94
2021;Nov;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;;;;;211.810,48;19.426,05;63,39;;173.479,51;37.184,12;36.996,21;;193.315,86;;1.163.195,07;11,04;4.667,66;;;11,04;;4667,66
2021;Nov;213;EMPRESÁRIO (INDIVIDUAL);6.720.502,15;;26.254.432,85;1.878,58;221.035.934,08;51.541.676,14;64.573,07;168.151,47;426.720.811,39;92.378.565,12;152.840.778,33;774,03;1.958.066.600,56;320,7;5.155.631,08;23.927.543,09;12.746.624,69;;14,22;23927528,87;233,32;12746391,37
2021;Nov;214;COOPERATIVA;3.001.589,23;;4.298.302,62;;84.021.882,92;565.311.370,42;386.007.151,92;82.334,79;249.299.875,23;59.588.792,69;45.539.418,77;189.119,17;717.638.746,73;19,07;96.033.826,85;18.202.324,35;9.763.026,87;;258,44;18202065,91;1450,33;9761576,54
2021;Nov;215;CONSÓRCIO DE SOCIEDADES;95.916,23;;38.546,38;;526.886,10;78.987.520,64;5.068,06;;3.811.273,24;843.031,84;730.223,55;103.319,64;69.263.530,41;;6.681.750,05;58.013,54;175.313,09;;;58013,54;;175313,09
2021;Nov;216;GRUPO DE SOCIEDADES;;;;;4.987,06;645,77;;;580,88;222,43;1.500,67;;;;2.008,48;;;;;;;
2021;Nov;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;33.713.867,33;;976.194,55;;134.117.477,16;11.815.119,47;73.343,80;;6.431.757,67;1.340.519,01;49.974.733,75;516.061,56;17.143.977,17;;1.595.439,81;467.967,78;20.311,38;;;467967,78;;20311,38
2021;Nov;221;EMPRESA DOMICILIADA NO EXTERIOR;;;;;1.780.890,97;2.413.869,08;;20.577,12;;;;;13.450,57;;4.511,12;2.520,00;56.948,40;;;2520;;56948,4
2021;Nov;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;;683.126,69;21.690,39;14.183,49;18.083,19;3.974,17;;19.938,92;341.961,55;;93.711,01;144,22;260.698,78;;;144,22;;260698,78
2021;Nov;223;SOCIEDADE SIMPLES PURA;;;5.374,93;;209.980.069,62;39.225.499,65;432.136,33;24.406,77;113.032.676,69;24.457.770,88;93.424.598,04;990.645,48;165.944.605,33;;9.060.201,47;1.013.606,48;978.392,90;;;1013606,48;4,76;978388,14
2021;Nov;224;SOCIEDADE SIMPLES LIMITADA;64.634,26;;145.456,56;162,62;150.383.305,16;109.782.578,19;180.178,00;595.470,79;133.221.677,17;28.989.245,62;72.472.380,35;3.835.806,63;344.765.399,73;15,94;14.700.490,10;6.590.080,58;4.012.696,62;;270,52;6589810,06;1286,47;4011410,15
2021;Nov;225;SOCIEDADE SIMPLES EM NOME COLETIVO;;;;;131.138,07;39.678,78;;10;238.917,92;52.030,50;107.373,91;;174.521,99;;9.645,04;2.982,49;4.024,63;;;2982,49;;4024,63
2021;Nov;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;6.838,33;2.496,13;;;7.386,66;1.617,75;4.780,61;;28.235,71;;;3.445,23;310,91;;;3445,23;;310,91
2021;Nov;228;CONSÓRCIO DE EMPREGADORES;;;;;;853.913,60;28,75;;;1.577,64;;;2.087.477,22;;1.234,55;;31.212,13;;;;;31212,13
2021;Nov;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);157.331.409,54;21,78;221.551.815,83;7.134,59;517.108.076,90;173.761.590,98;1.986.192,57;995.977,78;992.069.659,14;217.854.716,81;304.656.747,42;799.435,63;2.085.910.681,99;598,15;31.080.942,62;40.956.195,18;21.891.925,73;;;40956195,18;908,72;21891017,01
2021;Nov;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);;;15.973,84;;10.859.323,30;3.508.336,47;23.422,94;2.464,50;10.033.157,42;2.170.426,75;5.480.145,41;;24.703.897,19;103,55;572.917,80;636.663,49;262.820,94;;;636663,49;;262820,94
